name,yearkm_driven,fuel,seller_type,transmission,owner,selling_price
Hyundai EON 1.0 Kappa Magna Plus,201570000,Petrol,Individual,Manual,First Owner,160000
Ford Figo Aspire 1.2 Ti-VCT Trend,201710832,Petrol,Dealer,Manual,First Owner,530000
Ford Figo Aspire Facelift,201814681,Diesel,Dealer,Manual,First Owner,624000
Hyundai i10 Era,200950000,Petrol,Individual,Manual,First Owner,250000
Mahindra Bolero SLX,201651000,Diesel,Dealer,Manual,First Owner,585000
Hyundai Verna 1.4 VTVT,201525000,Petrol,Individual,Manual,First Owner,500000
Chevrolet Sail 1.2 LT ABS,201430000,Petrol,Individual,Manual,First Owner,350000
Honda City i-DTEC SV,201480000,Diesel,Dealer,Manual,First Owner,495000
Hyundai Grand i10 1.2 Kappa Asta,201750000,Petrol,Individual,Manual,First Owner,500000
Mahindra Bolero Power Plus Plus AC BSIV PS,2015200000,Diesel,Individual,Manual,First Owner,430000
Hyundai Grand i10 1.2 Kappa Sportz Option,201344000,Petrol,Dealer,Manual,First Owner,345000
Maruti Baleno Sigma 1.2,201510000,Petrol,Individual,Manual,First Owner,500000
Tata Tiago 1.2 Revotron XZ,201919600,Petrol,Individual,Manual,First Owner,425000
Maruti Wagon R LXI,200540000,Petrol,Individual,Manual,Second Owner,80000
Chevrolet Beat Diesel LS,201150000,Diesel,Individual,Manual,First Owner,106000
Maruti A-Star Vxi,200946730,Petrol,Individual,Manual,First Owner,180000
Datsun GO A,201540000,Petrol,Individual,Manual,Second Owner,250000
Skoda Yeti Ambition 4WD,201180000,Diesel,Individual,Manual,First Owner,350000
Maruti Zen LXi BSII,200280000,Petrol,Individual,Manual,Second Owner,60000
Hyundai Verna CRDi 1.6 EX,201824000,Diesel,Individual,Manual,First Owner,900000
Ford Aspire Titanium Diesel BSIV,201721170,Diesel,Dealer,Manual,First Owner,700000
BMW 3 Series 320d Sport,2013167223,Diesel,Dealer,Automatic,First Owner,2000000
Maruti Ertiga SHVS ZDI Plus,201740000,Diesel,Individual,Manual,First Owner,1000000
BMW X1 sDrive 20d Exclusive,201160000,Diesel,Individual,Automatic,First Owner,1375000
Toyota Innova Crysta 2.4 VX MT,2016141440,Diesel,Dealer,Manual,First Owner,1800000
Chevrolet Tavera Neo 3 10 Seats BSIV,2007120000,Diesel,Individual,Manual,Third Owner,160000
Mitsubishi Outlander 2.4,2012140000,Petrol,Individual,Automatic,First Owner,525000
Mahindra XUV500 W8 2WD,2012212814,Diesel,Dealer,Manual,First Owner,850000
Maruti Baleno Alpha 1.3,201930000,Diesel,Individual,Manual,First Owner,800000
Ford Figo Aspire 1.5 TDCi Titanium,201788635,Diesel,Dealer,Manual,First Owner,700000
Maruti Swift Dzire VDI,201825000,Diesel,Individual,Manual,First Owner,800000
Hyundai i20 1.2 Spotz,201720000,Petrol,Individual,Manual,Second Owner,575000
Renault Duster 110PS Diesel RxZ,2012110000,Diesel,Individual,Manual,Second Owner,350000
Maruti Swift Vdi BSIII,2008120000,Diesel,Individual,Manual,Third Owner,250000
Ford Endeavour Titanium 4X2,2011149674,Diesel,Dealer,Manual,Second Owner,600000
Mahindra Scorpio 2.6 Turbo 9 Str,2007100000,Diesel,Individual,Manual,Third Owner,370000
Maruti Baleno Vxi,2006120000,Petrol,Individual,Manual,Third Owner,80000
Tata Indica DLX,2003120000,Diesel,Individual,Manual,Second Owner,50000
Hyundai Verna CRDi 1.6 EX,201825000,Diesel,Individual,Manual,First Owner,900000
Maruti Wagon R VXI BS IV,201435000,Petrol,Individual,Manual,Second Owner,300000
Tata Indica LSI,200240000,Petrol,Individual,Manual,First Owner,125000
Maruti Swift Dzire VDI,201560000,Diesel,Individual,Manual,Second Owner,490000
Toyota Etios Liva GD,201250000,Diesel,Individual,Manual,Second Owner,300000
Tata Nano STD,201325000,Petrol,Individual,Manual,Fourth & Above Owner,55000
Hyundai Grand i10 Sportz,201625000,Petrol,Individual,Manual,First Owner,350000
Hyundai Grand i10 1.2 CRDi Asta,20198000,Diesel,Individual,Manual,First Owner,755000
Maruti Ertiga SHVS VDI,201760000,Diesel,Individual,Manual,First Owner,720000
Mahindra Bolero SLX,2006200000,Diesel,Individual,Manual,Third Owner,229999
Mahindra Scorpio S7 140 BSIV,201820000,Diesel,Individual,Manual,First Owner,1100000
Volkswagen Polo Petrol Comfortline 1.2L,2013100000,Petrol,Individual,Manual,First Owner,400000
Hyundai Xcent 1.1 CRDi Base,201570000,Diesel,Individual,Manual,Second Owner,350000
Chevrolet Beat Diesel PS,201268000,Diesel,Dealer,Manual,First Owner,159000
Maruti Swift ZXi BSIV,201738000,Petrol,Dealer,Manual,First Owner,550000
Maruti Ritz VDi,201380000,Diesel,Dealer,Manual,First Owner,335000
Tata Indigo CS Emax CNG GLX,201472000,CNG,Dealer,Manual,First Owner,185000
Maruti Eeco 5 STR With AC Plus HTR CNG,201275000,CNG,Dealer,Manual,First Owner,229999
Maruti Estilo LXI,201443000,Petrol,Dealer,Manual,First Owner,225000
Maruti Swift VXI with ABS,2007120000,Petrol,Individual,Manual,Second Owner,250000
Tata Zest Quadrajet 1.3 XM,2015100000,Diesel,Individual,Manual,First Owner,400000
Maruti Swift VDI BSIV,2014163000,Diesel,Individual,Manual,First Owner,470000
Maruti Alto K10 VXI AGS Optional,201825000,Petrol,Individual,Automatic,First Owner,300000
Maruti Alto LX,201125000,Petrol,Individual,Manual,First Owner,145000
Maruti SX4 Vxi BSIII,200790000,Petrol,Individual,Manual,Second Owner,100000
Mahindra Scorpio SLE BSIV,201470000,Diesel,Individual,Manual,Second Owner,500000
Hyundai Santro Xing GLS CNG,201098000,CNG,Individual,Manual,Second Owner,130000
Chevrolet Cruze LTZ,201081925,Diesel,Individual,Manual,First Owner,240000
Ford Figo Diesel Celebration Edition,201380000,Diesel,Individual,Manual,Second Owner,150000
Renault KWID RXT Optional,201740000,Petrol,Individual,Manual,First Owner,270000
Maruti Swift Dzire VDI,201490000,Diesel,Individual,Manual,First Owner,400000
Hyundai EON Era Plus,201246000,Petrol,Individual,Manual,First Owner,200000
Mahindra XUV500 W6 2WD,201280000,Diesel,Individual,Manual,First Owner,550000
Renault KWID 1.0 RXT Optional,201835000,Petrol,Individual,Manual,First Owner,325000
Skoda Rapid 1.5 TDI AT Style BSIV,201782080,Diesel,Individual,Automatic,First Owner,860000
Mahindra XUV500 W8 2WD,2012200000,Diesel,Individual,Manual,First Owner,600000
Chevrolet Spark 1.0,200970000,Petrol,Individual,Manual,First Owner,125000
Maruti 800 AC,200040000,Petrol,Individual,Manual,Third Owner,60000
Chevrolet Tavera Neo 3 10 Seats BSIV,2010120000,Diesel,Individual,Manual,Third Owner,300000
Ford Fiesta 1.6 ZXi Duratec,200760000,Petrol,Individual,Manual,Third Owner,190000
Maruti Ertiga VDI,2013110000,Diesel,Individual,Manual,First Owner,400000
Tata Manza Aura Quadrajet BS IV,201197000,Diesel,Individual,Manual,Second Owner,260000
Maruti Swift VVT VXI,201730000,Petrol,Individual,Manual,First Owner,400000
Hyundai i20 Sportz Petrol,201040000,Petrol,Individual,Manual,First Owner,250000
Hyundai Grand i10 1.2 Kappa Asta,201910000,Petrol,Individual,Manual,First Owner,600000
Maruti Zen Estilo VXI BSIV,201052047,Petrol,Individual,Manual,First Owner,175000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011200000,Diesel,Individual,Manual,Third Owner,450000
Tata Tiago 1.2 Revotron XZA,201915000,Petrol,Individual,Automatic,Second Owner,350000
Maruti Vitara Brezza ZDi,201850000,Diesel,Individual,Manual,First Owner,800000
Maruti Swift VXI BSIII,201170000,Petrol,Individual,Manual,Second Owner,250000
Maruti Swift VXI BSIV,201910000,Petrol,Individual,Manual,First Owner,600000
Maruti Swift VDI BSIV,201790000,Diesel,Individual,Manual,First Owner,600000
Maruti Alto 800 LXI,201640000,Petrol,Individual,Manual,First Owner,130000
Maruti Wagon R LXI,200662009,Petrol,Individual,Manual,Second Owner,90000
Hyundai i20 Active 1.2 S,201733100,Petrol,Individual,Manual,Second Owner,595000
Hyundai EON Era Plus,201440000,Petrol,Individual,Manual,Second Owner,190000
Hyundai Santro GLS I - Euro I,1999120000,Petrol,Individual,Manual,Second Owner,50000
Maruti Wagon R LXI Minor,200780000,Petrol,Individual,Manual,First Owner,95000
Tata Safari Storme VX,201670000,Diesel,Individual,Manual,First Owner,1000000
Mahindra Scorpio REV 116,2006220000,Petrol,Individual,Manual,Second Owner,220000
Mahindra Bolero SLX,201050000,Diesel,Individual,Manual,First Owner,400000
Datsun GO Plus A,201545000,Petrol,Individual,Manual,Second Owner,315000
Toyota Fortuner 4x4 MT,2014110000,Diesel,Individual,Manual,First Owner,1000000
Ford Ecosport 1.5 DV5 MT Titanium,201449000,Diesel,Individual,Manual,First Owner,500000
Mahindra XUV500 W11 AT BSIV,201835000,Diesel,Individual,Automatic,First Owner,1600000
Mahindra Supro VX 8 Str,2017160000,Diesel,Individual,Manual,First Owner,500000
Maruti Alto LX,2007180000,Petrol,Individual,Manual,Third Owner,70000
Maruti 800 AC,200760000,Petrol,Individual,Manual,Second Owner,105000
Ford Endeavour 2.5L 4X2 MT,2008110000,Diesel,Individual,Manual,Third Owner,400000
Maruti Wagon R LXI,200460000,Petrol,Individual,Manual,Third Owner,80000
Maruti Alto 800 VXI,201630000,Petrol,Individual,Manual,First Owner,300000
Mahindra KUV 100 D75 K2,201740000,Diesel,Individual,Manual,First Owner,409999
Maruti Swift Glam,200970000,Petrol,Individual,Manual,First Owner,250000
Tata New Safari DICOR 2.2 EX 4x2,2010120000,Diesel,Individual,Manual,Second Owner,250000
Maruti Swift Dzire VDI,201280000,Diesel,Individual,Manual,Third Owner,215000
Toyota Fortuner 4x4 MT,2015120000,Diesel,Individual,Manual,First Owner,1400000
Honda Brio 1.2 VX MT,201820000,Petrol,Individual,Manual,First Owner,475000
Honda Brio 1.2 VX MT,201822000,Petrol,Individual,Manual,First Owner,475000
Chevrolet Spark 1.0 LS,200835000,Petrol,Individual,Manual,Second Owner,75000
Chevrolet Sail Hatchback LS ABS,2013120000,Diesel,Individual,Manual,Second Owner,200000
Tata Tiago NRG Petrol,20198000,Petrol,Individual,Manual,First Owner,575000
Maruti Ritz VDi,201140000,Diesel,Individual,Manual,Second Owner,150000
Maruti Vitara Brezza ZDi Plus,201810000,Diesel,Individual,Manual,First Owner,850000
Hyundai Santro Era,201930000,Petrol,Individual,Manual,First Owner,350000
Ford Endeavour 2.5L 4X2 MT,201154000,Diesel,Individual,Manual,Second Owner,550000
Hyundai Verna 1.4 VTVT,201780577,Petrol,Individual,Manual,First Owner,330000
Honda City i-DTEC V,201725000,Diesel,Individual,Manual,First Owner,1044999
Hyundai Verna 1.6 CRDI,2011127500,Diesel,Individual,Manual,Second Owner,300000
Hyundai EON D Lite Plus,201540903,Petrol,Dealer,Manual,First Owner,235000
Ford Figo Petrol Titanium,201160000,Petrol,Individual,Manual,Third Owner,120000
Maruti Wagon R VXI,200446000,Petrol,Individual,Manual,First Owner,130000
Ford Endeavour 4x4 XLT,200422288,Diesel,Dealer,Manual,Second Owner,275000
Volkswagen Jetta 2.0 TDI Trendline,2011180000,Diesel,Individual,Manual,Second Owner,270000
Volkswagen Polo 1.5 TDI Highline,201530000,Diesel,Individual,Manual,Second Owner,500000
Hyundai Grand i10 Sportz,201561690,Petrol,Dealer,Manual,First Owner,400000
Hyundai i20 Asta 1.2,201564484,Petrol,Dealer,Manual,First Owner,600000
Audi Q5 2.0 TDI,201290000,Diesel,Individual,Automatic,Second Owner,1350000
Renault Duster 85PS Diesel RxE,201375976,Diesel,Dealer,Manual,Second Owner,400000
Ford Figo Diesel Titanium,201170000,Diesel,Individual,Manual,Second Owner,220000
Honda Brio E MT,201285962,Petrol,Dealer,Manual,Second Owner,300000
Maruti Omni E MPI STD BS IV,2018120000,Petrol,Individual,Manual,First Owner,250000
Honda Mobilio V i DTEC,2015120000,Diesel,Individual,Manual,First Owner,600000
Honda Brio S Option AT,201275000,Petrol,Individual,Automatic,Second Owner,285000
Honda Accord 2.4 MT,200957035,Petrol,Dealer,Manual,First Owner,350000
Mahindra Bolero SLX,201170000,Diesel,Individual,Manual,Third Owner,170000
Ford Figo 1.2P Ambiente MT,201545000,Petrol,Individual,Manual,First Owner,229999
Mahindra XUV500 W6 2WD,201372104,Diesel,Dealer,Manual,Second Owner,500000
Tata Nano Lx,201115000,Petrol,Individual,Manual,First Owner,75000
Hyundai i20 Active 1.2 SX,201630000,Petrol,Individual,Manual,First Owner,600000
Tata Indigo LS Dicor,201180000,Diesel,Individual,Manual,First Owner,220000
Tata Indica Vista Terra 1.4 TDI,2009164000,Diesel,Individual,Manual,Second Owner,150000
Maruti Alto LX,2006124439,Petrol,Individual,Manual,Second Owner,65000
Maruti Zen VXI,200677000,Petrol,Individual,Manual,Second Owner,120000
Maruti Swift Dzire VDI,201490000,Diesel,Individual,Manual,First Owner,240000
Renault KWID 1.0 RXT Optional,201730000,Petrol,Individual,Manual,First Owner,390000
Chevrolet Beat LS,201250000,Petrol,Individual,Manual,First Owner,180000
Maruti Swift VDI,201280000,Diesel,Individual,Manual,Second Owner,320000
Maruti Alto 800 LXI,20185000,Petrol,Individual,Manual,First Owner,310000
Maruti Wagon R AMT VXI,201824000,Petrol,Individual,Automatic,First Owner,420000
Tata Tiago NRG Petrol,201910000,Petrol,Individual,Manual,First Owner,550000
Maruti Ertiga SHVS VDI,201678000,Diesel,Individual,Manual,Third Owner,550000
Mahindra TUV 300 T4 Plus,201850000,Diesel,Individual,Manual,First Owner,760000
Maruti 800 AC BSII,2001100000,Petrol,Individual,Manual,Second Owner,43000
Maruti Omni MPI STD BSIV,201820000,Petrol,Individual,Manual,First Owner,250000
Hyundai Santro Magna BSIV,20191250,Petrol,Individual,Manual,First Owner,500000
Tata Zest Revotron 1.2 XT,201517152,Petrol,Individual,Manual,First Owner,380000
Mahindra XUV500 W11 Option AT AWD,20195000,Diesel,Individual,Automatic,First Owner,1850000
Volkswagen Polo Diesel Trendline 1.2L,201277000,Diesel,Individual,Manual,First Owner,350000
Hyundai Verna CRDi,200890000,Diesel,Individual,Manual,Second Owner,195000
Chevrolet Beat LS,201180000,Petrol,Individual,Manual,Second Owner,225000
Toyota Innova 2.5 G (Diesel) 7 Seater,201565000,Diesel,Individual,Manual,First Owner,1125000
Tata Indica Vista Quadrajet LX,201180000,Diesel,Individual,Manual,First Owner,133000
Hyundai EON Era Plus,201324005,Petrol,Individual,Manual,First Owner,200000
Maruti Vitara Brezza ZDi Plus,201820000,Diesel,Individual,Manual,First Owner,940000
Renault Duster 85PS Diesel RxL,2014120000,Diesel,Individual,Manual,First Owner,400000
Hyundai i10 Era 1.1,2009120000,Petrol,Individual,Manual,Second Owner,120000
Maruti Swift Dzire ZDI,201580000,Diesel,Individual,Manual,First Owner,625000
Maruti Swift 1.3 VXi,200580000,Petrol,Individual,Manual,First Owner,110000
Renault Duster 110PS Diesel RxZ,2012100000,Diesel,Individual,Manual,First Owner,490000
Maruti Alto LX,2009120000,Petrol,Individual,Manual,Second Owner,140000
Ford Figo Diesel ZXI,2011149000,Diesel,Individual,Manual,Second Owner,175000
Maruti Wagon R LXI BSIII,200565000,Petrol,Individual,Manual,Second Owner,90000
Maruti Swift Ldi BSIV,2009100000,Diesel,Individual,Manual,Second Owner,275000
Volkswagen Vento Diesel Highline,201165000,Diesel,Individual,Manual,Second Owner,300000
Datsun GO Plus T Option BSIV,201819000,Petrol,Individual,Manual,Second Owner,270000
Chevrolet Beat LT,201080000,Petrol,Individual,Manual,Second Owner,130000
Maruti Alto K10 VXI Airbag,201530000,Petrol,Individual,Manual,First Owner,275000
Maruti Swift VDI,2012109000,Diesel,Individual,Manual,First Owner,352000
Hyundai EON LPG Magna Plus,201290000,LPG,Individual,Manual,First Owner,180000
Maruti Alto LX,201290000,Petrol,Individual,Manual,First Owner,150000
Volkswagen Vento Diesel Highline,201165000,Diesel,Individual,Manual,Second Owner,300000
Maruti Swift Vdi BSIII,2010110000,Diesel,Individual,Manual,Second Owner,300000
Mahindra Bolero DI DX 7 Seater,2007120000,Diesel,Individual,Manual,First Owner,225000
Honda Mobilio V i DTEC,201444000,Diesel,Individual,Manual,First Owner,600000
Maruti Ertiga BSIV ZXI,201580000,Petrol,Individual,Manual,First Owner,500000
Honda BR-V i-VTEC S MT,20185000,Petrol,Individual,Manual,First Owner,900000
Hyundai i20 Magna 1.2,201661000,Petrol,Individual,Manual,First Owner,600000
Toyota Etios VD,2011100000,Diesel,Individual,Manual,Second Owner,450000
Hyundai i10 Era 1.1,200927633,Petrol,Individual,Manual,First Owner,270000
Maruti Swift Vdi BSIII,2010100000,Diesel,Individual,Manual,Third Owner,310000
Hyundai Santro Xing GLS Audio LPG,2012100000,LPG,Individual,Manual,First Owner,250000
Ford Figo 1.2P Titanium MT,201912586,Petrol,Dealer,Manual,First Owner,700000
Fiat Avventura Urban Cross 1.3 Multijet Emotion,201838083,Diesel,Dealer,Manual,First Owner,650000
Ford Figo Diesel ZXI,201255328,Diesel,Dealer,Manual,First Owner,400000
Ford Figo Diesel Titanium,201281632,Diesel,Dealer,Manual,First Owner,425000
Ford Aspire Titanium Diesel BSIV,2016155201,Diesel,Dealer,Manual,First Owner,600000
Ford EcoSport 1.5 TDCi Titanium BSIV,201393283,Diesel,Dealer,Manual,First Owner,600000
Maruti Swift Ldi BSIII,2009217871,Diesel,Dealer,Manual,First Owner,300000
Ford Fiesta Classic 1.4 Duratorq CLXI,201290165,Diesel,Dealer,Manual,First Owner,450000
Ford Ecosport 1.5 DV5 MT Titanium,2014101504,Diesel,Dealer,Manual,First Owner,750000
Ford Figo Titanium Diesel BSIV,201086017,Diesel,Dealer,Manual,Second Owner,325000
Mahindra XUV500 W8 2WD,201385036,Diesel,Dealer,Manual,Second Owner,900000
Ford Ikon 1.3L Rocam Flair,200691086,Petrol,Dealer,Manual,Second Owner,180000
Fiat Punto 1.3 Emotion,2013160254,Diesel,Dealer,Manual,Second Owner,350000
Ford EcoSport 1.5 TDCi Titanium BSIV,2013125531,Diesel,Dealer,Manual,Second Owner,600000
Honda WR-V i-DTEC V,201960000,Diesel,Individual,Manual,First Owner,900000
Skoda Laura L n K 1.9 PD,2006100000,Diesel,Individual,Manual,First Owner,350000
Maruti Ritz LDi,201390000,Diesel,Individual,Manual,Third Owner,280000
Mahindra Xylo D2,2009120000,Diesel,Individual,Manual,Second Owner,225000
Honda City i DTEC S,201482000,Diesel,Individual,Manual,First Owner,520000
Mahindra Scorpio 1.99 S4,201660000,Diesel,Individual,Manual,First Owner,509999
Maruti Baleno Alpha 1.2,201924000,Petrol,Individual,Manual,First Owner,556000
Tata Indigo Grand Dicor,2014120000,Diesel,Individual,Manual,First Owner,225000
Honda Amaze EX i-Dtech,201365000,Diesel,Dealer,Manual,First Owner,325000
Maruti Swift VDI,201365000,Diesel,Dealer,Manual,First Owner,365000
Hyundai Creta 1.6 CRDi SX Plus,201584000,Diesel,Dealer,Manual,First Owner,850000
Toyota Etios GD SP,201375000,Diesel,Dealer,Manual,First Owner,350000
Maruti Swift VDI,200750000,Diesel,Dealer,Manual,First Owner,225000
Maruti Alto LX,201150000,Petrol,Individual,Manual,First Owner,135000
Maruti Wagon R LXI Minor,200749000,Petrol,Dealer,Manual,First Owner,140000
Maruti SX4 S Cross DDiS 320 Delta,2016560000,Diesel,Dealer,Manual,First Owner,665000
Renault KWID RXT,201514365,Petrol,Dealer,Manual,First Owner,275000
Toyota Fortuner 2.8 4WD AT BSIV,201741000,Diesel,Individual,Automatic,First Owner,2750000
Hyundai Verna 1.6 SX,201365000,Diesel,Dealer,Manual,First Owner,484999
Maruti Ciaz VDi Option SHVS,201565000,Diesel,Dealer,Manual,First Owner,565000
Maruti Swift Dzire VDI,201361083,Diesel,Dealer,Manual,First Owner,425000
Toyota Innova 2.5 VX (Diesel) 8 Seater,201375000,Diesel,Individual,Manual,First Owner,925000
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,201272000,Diesel,Dealer,Manual,First Owner,565000
Renault Duster 110PS Diesel RxL,201465000,Diesel,Dealer,Manual,First Owner,525000
Hyundai Tucson 2.0 e-VGT 2WD MT,201755000,Diesel,Dealer,Manual,First Owner,1650000
Hyundai EON Era Plus,201521000,Petrol,Dealer,Manual,Second Owner,295000
Jaguar XF 5.0 Litre V8 Petrol,201266363,Petrol,Dealer,Automatic,Second Owner,2050000
Hyundai Creta 1.6 VTVT AT SX Plus,201811700,Petrol,Dealer,Automatic,First Owner,1475000
Hyundai Verna VTVT 1.6 AT SX Option,201710000,Petrol,Individual,Automatic,First Owner,1100000
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014100000,Diesel,Individual,Automatic,Second Owner,4400000
Maruti Swift ZXI BSIV,20167104,Petrol,Trustmark Dealer,Manual,First Owner,670000
Maruti S-Cross Zeta DDiS 200 SH,201545974,Diesel,Trustmark Dealer,Manual,First Owner,750000
Hyundai Verna 1.6 VTVT SX,201555340,Petrol,Trustmark Dealer,Manual,First Owner,760000
Volkswagen Polo GTI,201720000,Petrol,Dealer,Automatic,Second Owner,850000
Renault Pulse RxL,201561585,Diesel,Trustmark Dealer,Manual,First Owner,390000
Maruti Celerio VXI AMT BSIV,201639415,Petrol,Trustmark Dealer,Automatic,Second Owner,450000
Honda Brio V MT,201429654,Petrol,Trustmark Dealer,Manual,First Owner,425000
Maruti Baleno Alpha 1.3,201664672,Diesel,Trustmark Dealer,Manual,First Owner,770000
Hyundai Creta 1.6 SX Automatic Diesel,201554634,Diesel,Trustmark Dealer,Automatic,Second Owner,1150000
Honda City i VTEC V,201566521,Petrol,Trustmark Dealer,Manual,First Owner,775000
Toyota Innova Crysta 2.4 GX AT,201823974,Diesel,Dealer,Automatic,Second Owner,1725000
BMW 3 Series 320d Luxury Line,201643000,Diesel,Dealer,Automatic,First Owner,2150000
Renault Duster 85PS Diesel RxL,20131000,Diesel,Dealer,Manual,Second Owner,450000
Mercedes-Benz C-Class Progressive C 220d,201810000,Diesel,Dealer,Automatic,First Owner,3800000
Audi A4 3.0 TDI Quattro,201386000,Diesel,Dealer,Automatic,First Owner,1580000
BMW X5 xDrive 30d xLine,201930000,Diesel,Dealer,Automatic,First Owner,4950000
Hyundai Creta 1.6 CRDi SX,201652600,Diesel,Individual,Manual,First Owner,535000
Maruti SX4 Vxi BSIV,2012110000,Petrol,Individual,Manual,Second Owner,225000
Hyundai Grand i10 1.2 Kappa Magna AT,201719890,Petrol,Dealer,Automatic,First Owner,550000
Maruti Swift ZXI BSIV,20167104,Petrol,Trustmark Dealer,Manual,First Owner,670000
Maruti Ertiga VXI,201511918,Petrol,Trustmark Dealer,Manual,First Owner,625000
Hyundai Grand i10 Magna AT,201710510,Petrol,Dealer,Automatic,First Owner,520000
Chevrolet Beat LT Option,201641000,Petrol,Dealer,Manual,First Owner,239000
Toyota Fortuner 4x2 AT,201747162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
Maruti S-Cross Zeta DDiS 200 SH,201545974,Diesel,Trustmark Dealer,Manual,First Owner,750000
Hyundai i10 Magna,201249824,Petrol,Dealer,Manual,First Owner,229999
Audi A6 2.0 TDI Premium Plus,201358500,Diesel,Dealer,Automatic,First Owner,1300000
Hyundai Santro GS,200556580,Petrol,Dealer,Manual,First Owner,80000
Skoda Laura Ambiente 2.0 TDI CR MT,201252000,Diesel,Dealer,Manual,First Owner,385000
Hyundai Verna 1.6 VTVT SX,201555340,Petrol,Trustmark Dealer,Manual,First Owner,760000
Maruti Swift Dzire VDI,201746507,Diesel,Trustmark Dealer,Manual,First Owner,600000
Renault Duster 85PS Diesel RxL,20131000,Diesel,Dealer,Manual,Second Owner,450000
Mercedes-Benz C-Class Progressive C 220d,201810000,Diesel,Dealer,Automatic,First Owner,3800000
Audi A4 3.0 TDI Quattro,201386000,Diesel,Dealer,Automatic,First Owner,1580000
BMW X5 xDrive 30d xLine,201930000,Diesel,Dealer,Automatic,First Owner,4950000
Hyundai Creta 1.6 CRDi SX,201652600,Diesel,Individual,Manual,First Owner,535000
Maruti SX4 Vxi BSIV,2012110000,Petrol,Individual,Manual,Second Owner,225000
Hyundai Grand i10 1.2 Kappa Magna AT,201719890,Petrol,Dealer,Automatic,First Owner,550000
Maruti Swift ZXI BSIV,20167104,Petrol,Trustmark Dealer,Manual,First Owner,670000
Maruti Ertiga VXI,201511918,Petrol,Trustmark Dealer,Manual,First Owner,625000
Hyundai Grand i10 Magna AT,201710510,Petrol,Dealer,Automatic,First Owner,520000
Chevrolet Beat LT Option,201641000,Petrol,Dealer,Manual,First Owner,239000
Toyota Fortuner 4x2 AT,201747162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
Maruti S-Cross Zeta DDiS 200 SH,201545974,Diesel,Trustmark Dealer,Manual,First Owner,750000
Hyundai i10 Magna,201249824,Petrol,Dealer,Manual,First Owner,229999
Audi A6 2.0 TDI Premium Plus,201358500,Diesel,Dealer,Automatic,First Owner,1300000
Hyundai Santro GS,200556580,Petrol,Dealer,Manual,First Owner,80000
Skoda Laura Ambiente 2.0 TDI CR MT,201252000,Diesel,Dealer,Manual,First Owner,385000
Hyundai Verna 1.6 VTVT SX,201555340,Petrol,Trustmark Dealer,Manual,First Owner,760000
Maruti Swift Dzire VDI,201746507,Diesel,Trustmark Dealer,Manual,First Owner,600000
Renault Duster 85PS Diesel RxL,20131000,Diesel,Dealer,Manual,Second Owner,450000
Mercedes-Benz C-Class Progressive C 220d,201810000,Diesel,Dealer,Automatic,First Owner,3800000
Audi A4 3.0 TDI Quattro,201386000,Diesel,Dealer,Automatic,First Owner,1580000
BMW X5 xDrive 30d xLine,201930000,Diesel,Dealer,Automatic,First Owner,4950000
Hyundai Creta 1.6 CRDi SX,201652600,Diesel,Individual,Manual,First Owner,535000
Maruti SX4 Vxi BSIV,2012110000,Petrol,Individual,Manual,Second Owner,225000
Hyundai Grand i10 1.2 Kappa Magna AT,201719890,Petrol,Dealer,Automatic,First Owner,550000
Maruti Swift ZXI BSIV,20167104,Petrol,Trustmark Dealer,Manual,First Owner,670000
Maruti Ertiga VXI,201511918,Petrol,Trustmark Dealer,Manual,First Owner,625000
Hyundai Grand i10 Magna AT,201710510,Petrol,Dealer,Automatic,First Owner,520000
Chevrolet Beat LT Option,201641000,Petrol,Dealer,Manual,First Owner,239000
Toyota Fortuner 4x2 AT,201747162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
Maruti S-Cross Zeta DDiS 200 SH,201545974,Diesel,Trustmark Dealer,Manual,First Owner,750000
Hyundai i10 Magna,201249824,Petrol,Dealer,Manual,First Owner,229999
Audi A6 2.0 TDI Premium Plus,201358500,Diesel,Dealer,Automatic,First Owner,1300000
Hyundai Santro GS,200556580,Petrol,Dealer,Manual,First Owner,80000
Skoda Laura Ambiente 2.0 TDI CR MT,201252000,Diesel,Dealer,Manual,First Owner,385000
Hyundai Verna 1.6 VTVT SX,201555340,Petrol,Trustmark Dealer,Manual,First Owner,760000
Maruti Swift Dzire VDI,201746507,Diesel,Trustmark Dealer,Manual,First Owner,600000
Renault Duster 85PS Diesel RxL,20131000,Diesel,Dealer,Manual,Second Owner,450000
Mercedes-Benz C-Class Progressive C 220d,201810000,Diesel,Dealer,Automatic,First Owner,3800000
Audi A4 3.0 TDI Quattro,201386000,Diesel,Dealer,Automatic,First Owner,1580000
BMW X5 xDrive 30d xLine,201930000,Diesel,Dealer,Automatic,First Owner,4950000
Hyundai Creta 1.6 CRDi SX,201652600,Diesel,Individual,Manual,First Owner,535000
Maruti SX4 Vxi BSIV,2012110000,Petrol,Individual,Manual,Second Owner,225000
Hyundai Grand i10 1.2 Kappa Magna AT,201719890,Petrol,Dealer,Automatic,First Owner,550000
